respondent_id,comment_text,hearing_date,ward,role,language,housing_tenure,school,validation_theme
SYN-0435,The district should fund trauma-informed services throughout the year.,2026-09-07,6,Resident,English,Renter,Community School C,mental_health
SYN-0436,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,10,Parent,English,Renter,Community School B,transportation
SYN-0437,"After attending multiple hearings, I am increasingly concerned. Meeting materials should be accessible before the public hearing.",2026-09-12,8,Parent,English,Renter,Community School C,accessibility
SYN-0438,Regular multilingual updates would make this process easier to follow.,2026-09-07,7,Parent,English,Owner,Community School D,communication
SYN-0439,"After attending multiple hearings, I am increasingly concerned. The proposal should add counselors instead of cutting school staff.",2026-09-12,20,Parent,English,Renter,Community School C,classroom_resources
SYN-0440,"Students need a safer arrival plan and trained staff at dismissal. I live at 540 Learning Street, Apt 21A.",2026-09-02,8,Parent,Polish,Owner,Community School C,school_safety
SYN-0441,The district should fund trauma-informed services throughout the year.,2026-09-07,7,Teacher,English,Renter,Community School A,mental_health
SYN-0442,"After attending multiple hearings, I am increasingly concerned. Families need clear transportation updates before routes change.",2026-09-12,6,Parent,Polish,Owner,Community School A,transportation
SYN-0443,Why was the accessibility plan not included with the proposal?,2026-09-07,8,Teacher,Spanish,Renter,Community School A,accessibility
SYN-0444,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,5,Student,English,Renter,Community School C,communication
SYN-0445,"The proposal should add counselors instead of cutting school staff. I live at 545 Learning Street, Apt 26A.",2026-09-02,6,Parent,English,Renter,Community School D,classroom_resources
SYN-0446,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,7,Student,English,Renter,Community School B,school_safety
SYN-0447,Students are waiting too long for mental-health support.,2026-09-02,8,Parent,English,Owner,Community School D,mental_health
SYN-0448,Will the district publish route performance and missed-pickup data?,2026-09-02,8,Parent,Polish,Renter,Community School D,transportation
SYN-0449,Why was the accessibility plan not included with the proposal?,2026-09-02,20,Parent,Mandarin,Renter,Community School C,accessibility
SYN-0450,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,8,Resident,Polish,Other,Community School D,communication
SYN-0451,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,8,Parent,English,Renter,Community School D,classroom_resources
SYN-0452,Please explain how the safety budget will be used at each school.,2026-09-02,10,Parent,English,Renter,Community School B,school_safety
SYN-0453,How many additional clinicians will this proposal place in schools?,2026-09-02,8,Parent,English,Owner,Community School B,mental_health
SYN-0454,Families need clear transportation updates before routes change.,2026-09-12,8,Resident,English,Renter,Community School D,transportation
SYN-0455,"After attending multiple hearings, I am increasingly concerned. Meeting materials should be accessible before the public hearing.",2026-09-12,8,Parent,English,Renter,Community School A,accessibility
SYN-0456,Regular multilingual updates would make this process easier to follow.,2026-09-07,7,Parent,English,Renter,Community School C,communication
SYN-0457,The proposal should add counselors instead of cutting school staff.,2026-09-12,6,Resident,English,Renter,Community School B,classroom_resources
SYN-0458,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,20,Parent,English,Renter,Community School D,school_safety
SYN-0459,How many additional clinicians will this proposal place in schools?,2026-09-02,10,Resident,Mandarin,Renter,Community School A,mental_health
SYN-0460,Families need clear transportation updates before routes change.,2026-09-07,8,Teacher,Mandarin,Renter,Community School C,transportation
SYN-0461,"After attending multiple hearings, I am increasingly concerned. Meeting materials should be accessible before the public hearing.",2026-09-12,20,Parent,English,Renter,Community School C,accessibility
SYN-0462,Regular multilingual updates would make this process easier to follow.,2026-09-07,10,Resident,English,Renter,Community School A,communication
SYN-0463,Class sizes are too large and students need more classroom materials.,2026-09-07,7,Resident,English,Owner,Community School B,classroom_resources
SYN-0464,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,10,Parent,English,Renter,Community School C,school_safety
SYN-0465,"After attending multiple hearings, I am increasingly concerned. Students are waiting too long for mental-health support.",2026-09-12,5,Teacher,English,Owner,Community School B,mental_health
SYN-0466,Families need clear transportation updates before routes change.,2026-09-07,7,Parent,English,Renter,Community School C,transportation
SYN-0467,Why was the accessibility plan not included with the proposal?,2026-09-12,6,Parent,Polish,Renter,Community School A,accessibility
SYN-0468,Regular multilingual updates would make this process easier to follow.,2026-09-07,10,Parent,English,Renter,Community School B,communication
SYN-0469,Class sizes are too large and students need more classroom materials.,2026-09-12,8,Resident,Polish,Owner,Community School D,classroom_resources
SYN-0470,"Students need a safer arrival plan and trained staff at dismissal. I live at 570 Civic Way, Apt 21C.",2026-09-02,8,Resident,English,Renter,Community School A,school_safety
SYN-0471,The district should fund trauma-informed services throughout the year.,2026-09-07,20,Parent,English,Renter,Community School C,mental_health
SYN-0472,"After attending multiple hearings, I am increasingly concerned. Will the district publish route performance and missed-pickup data?",2026-09-12,8,Parent,English,Owner,Community School B,transportation
SYN-0473,Why was the accessibility plan not included with the proposal?,2026-09-02,8,Parent,English,Renter,Community School D,accessibility
SYN-0474,Regular multilingual updates would make this process easier to follow.,2026-09-12,20,Parent,English,Owner,Community School B,communication
SYN-0475,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,20,Parent,English,Renter,Community School D,classroom_resources
SYN-0476,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,6,Resident,Spanish,Renter,Community School D,school_safety
SYN-0477,Students are waiting too long for mental-health support.,2026-09-07,10,Parent,English,Owner,Community School B,mental_health
SYN-0478,"Long travel times are making after-school participation difficult. I live at 578 Community Avenue, Apt 29B.",2026-09-02,8,Parent,English,Owner,Community School A,transportation
SYN-0479,Why was the accessibility plan not included with the proposal?,2026-09-12,7,Parent,English,Renter,Community School D,accessibility
SYN-0480,Families received the notice too late to prepare meaningful comments.,2026-09-07,10,Resident,Spanish,Renter,Community School C,communication
SYN-0481,"After attending multiple hearings, I am increasingly concerned. Why are classroom positions being reduced when enrollment is stable?",2026-09-12,10,Parent,English,Owner,Community School D,classroom_resources
SYN-0482,Students need a safer arrival plan and trained staff at dismissal.,2026-09-12,10,Resident,English,Renter,Community School C,school_safety
SYN-0483,"After attending multiple hearings, I am increasingly concerned. The district should fund trauma-informed services throughout the year.",2026-09-12,10,Resident,English,Other,Community School D,mental_health
SYN-0484,The current bus schedule causes students to arrive late.,2026-09-02,7,Parent,English,Renter,Community School B,transportation
SYN-0485,"After attending multiple hearings, I am increasingly concerned. The online form must work with keyboards and screen readers.",2026-09-12,8,Parent,Mandarin,Renter,Community School A,accessibility
SYN-0486,Who is responsible for answering questions submitted at the hearing? Contact Casey Lane at sample.person486@example.org or 312-555-1486.,2026-09-02,8,Teacher,English,Renter,Community School A,communication
SYN-0487,The proposal should add counselors instead of cutting school staff.,2026-09-12,8,Resident,English,Owner,Community School A,classroom_resources
SYN-0488,Students need a safer arrival plan and trained staff at dismissal.,2026-09-12,20,Parent,English,Owner,Community School C,school_safety
SYN-0489,How many additional clinicians will this proposal place in schools?,2026-09-07,8,Teacher,English,Renter,Community School A,mental_health
SYN-0490,"After attending multiple hearings, I am increasingly concerned. Families need clear transportation updates before routes change. Contact Riley Lane at sample.person490@example.org or 312-555-1490.",2026-09-12,5,Parent,English,Renter,Community School A,transportation
SYN-0491,"After attending multiple hearings, I am increasingly concerned. The online form must work with keyboards and screen readers.",2026-09-12,10,Resident,English,Renter,Community School A,accessibility
SYN-0492,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,8,Parent,English,Renter,Community School C,communication
SYN-0493,Class sizes are too large and students need more classroom materials.,2026-09-07,8,Resident,Spanish,Renter,Community School A,classroom_resources
SYN-0494,Broken exterior lighting has been reported repeatedly without a response.,2026-09-12,6,Parent,English,Renter,Community School A,school_safety
SYN-0495,"After attending multiple hearings, I am increasingly concerned. How many additional clinicians will this proposal place in schools?",2026-09-12,8,Parent,English,Renter,Community School A,mental_health
SYN-0496,Families need clear transportation updates before routes change.,2026-09-02,8,Parent,English,Renter,Community School B,transportation
SYN-0497,Why was the accessibility plan not included with the proposal?,2026-09-02,8,Parent,English,Renter,Community School D,accessibility
SYN-0498,Who is responsible for answering questions submitted at the hearing?,2026-09-07,7,Teacher,English,Owner,Community School B,communication
SYN-0499,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-07,10,Parent,English,Other,Community School B,classroom_resources
SYN-0500,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,7,Resident,English,Renter,Community School C,school_safety
SYN-0501,How many additional clinicians will this proposal place in schools?,2026-09-12,8,Resident,English,Renter,Community School C,mental_health
SYN-0502,The current bus schedule causes students to arrive late.,2026-09-07,8,Parent,English,Owner,Community School A,transportation
SYN-0503,Families need interpretation and disability accommodations at every meeting. Contact Morgan Reed at sample.person503@example.org or 312-555-1503.,2026-09-12,10,Parent,English,Renter,Community School B,accessibility
SYN-0504,Regular multilingual updates would make this process easier to follow.,2026-09-12,7,Parent,English,Renter,Community School B,communication
SYN-0505,Class sizes are too large and students need more classroom materials.,2026-09-07,10,Community organizer,English,Other,Community School B,classroom_resources
SYN-0506,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,6,Parent,English,Renter,Community School C,school_safety
SYN-0507,Every school needs reliable access to social workers and counselors.,2026-09-07,8,Student,Mandarin,Renter,Community School C,mental_health
SYN-0508,Will the district publish route performance and missed-pickup data?,2026-09-02,20,Parent,English,Owner,Community School C,transportation
SYN-0509,"After attending multiple hearings, I am increasingly concerned. Why was the accessibility plan not included with the proposal? I live at 609 Public Square Road, Apt 30A.",2026-09-12,6,Parent,English,Renter,Community School A,accessibility
SYN-0510,"Families received the notice too late to prepare meaningful comments. I live at 610 Public Square Road, Apt 1C.",2026-09-07,7,Teacher,English,Renter,Community School A,communication
SYN-0511,"The proposal should add counselors instead of cutting school staff. I live at 611 Public Square Road, Apt 2A.",2026-09-12,6,Parent,English,Renter,Community School D,classroom_resources
SYN-0512,Will families be included when the new safety procedures are reviewed?,2026-09-07,8,Parent,Mandarin,Owner,Community School D,school_safety
SYN-0513,"After attending multiple hearings, I am increasingly concerned. The district should fund trauma-informed services throughout the year.",2026-09-12,8,Resident,English,Owner,Community School B,mental_health
SYN-0514,The current bus schedule causes students to arrive late.,2026-09-07,10,Resident,English,Renter,Community School C,transportation
SYN-0515,Families need interpretation and disability accommodations at every meeting.,2026-09-07,5,Teacher,English,Renter,Community School C,accessibility
SYN-0516,"After attending multiple hearings, I am increasingly concerned. Regular multilingual updates would make this process easier to follow.",2026-09-12,7,Parent,Spanish,Renter,Community School C,communication
SYN-0517,Class sizes are too large and students need more classroom materials.,2026-09-02,5,Resident,English,Renter,Community School A,classroom_resources
SYN-0518,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,10,Parent,English,Renter,Community School B,school_safety
SYN-0519,Every school needs reliable access to social workers and counselors.,2026-09-12,5,Parent,English,Other,Community School D,mental_health
SYN-0520,The current bus schedule causes students to arrive late.,2026-09-07,10,Parent,English,Owner,Community School D,transportation
SYN-0521,Why was the accessibility plan not included with the proposal?,2026-09-07,8,Parent,English,Renter,Community School C,accessibility
SYN-0522,"After attending multiple hearings, I am increasingly concerned. Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,8,Parent,English,Renter,Community School B,communication
SYN-0523,"After attending multiple hearings, I am increasingly concerned. Please protect funding for teachers, books, and after-school tutoring. Contact Riley Lane at sample.person523@example.org or 312-555-1523.",2026-09-12,10,Parent,Spanish,Renter,Community School C,classroom_resources
SYN-0524,"After attending multiple hearings, I am increasingly concerned. Please explain how the safety budget will be used at each school.",2026-09-12,8,Parent,English,Renter,Community School C,school_safety
SYN-0525,The district should fund trauma-informed services throughout the year.,2026-09-07,7,Parent,Spanish,Renter,Community School B,mental_health
SYN-0526,Will the district publish route performance and missed-pickup data?,2026-09-07,7,Parent,English,Renter,Community School C,transportation
SYN-0527,Families need interpretation and disability accommodations at every meeting.,2026-09-12,8,Parent,English,Renter,Community School C,accessibility
SYN-0528,Who is responsible for answering questions submitted at the hearing?,2026-09-07,7,Teacher,English,Renter,Community School D,communication
SYN-0529,"After attending multiple hearings, I am increasingly concerned. Why are classroom positions being reduced when enrollment is stable?",2026-09-12,7,Teacher,English,Other,Community School A,classroom_resources
SYN-0530,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,7,Parent,English,Renter,Community School D,school_safety
SYN-0531,The district should fund trauma-informed services throughout the year.,2026-09-12,7,Parent,English,Renter,Community School D,mental_health
SYN-0532,"After attending multiple hearings, I am increasingly concerned. Will the district publish route performance and missed-pickup data?",2026-09-12,8,Community organizer,English,Renter,Community School B,transportation
SYN-0533,"After attending multiple hearings, I am increasingly concerned. The online form must work with keyboards and screen readers.",2026-09-12,8,Parent,English,Renter,Community School B,accessibility
SYN-0534,Families received the notice too late to prepare meaningful comments.,2026-09-02,7,Parent,Spanish,Owner,Community School C,communication
SYN-0535,Class sizes are too large and students need more classroom materials.,2026-09-07,7,Parent,English,Owner,Community School B,classroom_resources
SYN-0536,"After attending multiple hearings, I am increasingly concerned. Please explain how the safety budget will be used at each school.",2026-09-12,8,Parent,English,Owner,Community School B,school_safety
SYN-0537,The district should fund trauma-informed services throughout the year.,2026-09-02,7,Parent,English,Owner,Community School B,mental_health
SYN-0538,"After attending multiple hearings, I am increasingly concerned. Families need clear transportation updates before routes change.",2026-09-12,8,Teacher,English,Owner,Community School B,transportation
SYN-0539,Meeting materials should be accessible before the public hearing.,2026-09-02,20,Resident,English,Renter,Community School B,accessibility
SYN-0540,Families received the notice too late to prepare meaningful comments.,2026-09-07,6,Parent,English,Renter,Community School B,communication
SYN-0541,The proposal should add counselors instead of cutting school staff.,2026-09-02,8,Parent,English,Owner,Community School C,classroom_resources
SYN-0542,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,10,Community organizer,English,Renter,Community School D,school_safety
SYN-0543,Students are waiting too long for mental-health support.,2026-09-07,8,Community organizer,English,Owner,Community School B,mental_health
SYN-0544,The current bus schedule causes students to arrive late.,2026-09-12,8,Parent,English,Owner,Community School B,transportation
SYN-0545,Why was the accessibility plan not included with the proposal?,2026-09-07,20,Parent,English,Renter,Community School D,accessibility
SYN-0546,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,10,Parent,English,Other,Community School C,communication
SYN-0547,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,20,Parent,English,Owner,Community School B,classroom_resources
SYN-0548,"Broken exterior lighting has been reported repeatedly without a response. I live at 648 Civic Way, Apt 9B.",2026-09-02,8,Parent,English,Owner,Community School D,school_safety
SYN-0549,The district should fund trauma-informed services throughout the year.,2026-09-12,10,Parent,English,Owner,Community School C,mental_health
SYN-0550,Families need clear transportation updates before routes change.,2026-09-12,8,Teacher,English,Owner,Community School B,transportation
SYN-0551,The online form must work with keyboards and screen readers.,2026-09-02,10,Parent,English,Renter,Community School B,accessibility
SYN-0552,"Please publish decisions, supporting data, and meeting dates in one place. Contact Morgan Reed at sample.person552@example.org or 312-555-1552.",2026-09-02,8,Parent,English,Renter,Community School C,communication
SYN-0553,"Please protect funding for teachers, books, and after-school tutoring. I live at 653 Community Avenue, Apt 14B.",2026-09-12,10,Parent,English,Renter,Community School D,classroom_resources
SYN-0554,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,5,Student,English,Renter,Community School D,school_safety
SYN-0555,How many additional clinicians will this proposal place in schools?,2026-09-12,6,Student,English,Renter,Community School B,mental_health
SYN-0556,Will the district publish route performance and missed-pickup data? Contact Casey Parker at sample.person556@example.org or 312-555-1556.,2026-09-07,6,Resident,English,Owner,Community School C,transportation
SYN-0557,Why was the accessibility plan not included with the proposal?,2026-09-07,10,Parent,English,Renter,Community School D,accessibility
SYN-0558,Regular multilingual updates would make this process easier to follow.,2026-09-07,6,Parent,English,Renter,Community School A,communication
SYN-0559,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,7,Student,Mandarin,Renter,Community School B,classroom_resources
SYN-0560,"After attending multiple hearings, I am increasingly concerned. Students need a safer arrival plan and trained staff at dismissal.",2026-09-12,8,Parent,English,Renter,Community School B,school_safety
SYN-0561,"After attending multiple hearings, I am increasingly concerned. Every school needs reliable access to social workers and counselors.",2026-09-12,7,Parent,English,Renter,Community School A,mental_health
SYN-0562,Will the district publish route performance and missed-pickup data?,2026-09-07,8,Parent,English,Owner,Community School C,transportation
SYN-0563,Why was the accessibility plan not included with the proposal?,2026-09-07,8,Parent,English,Other,Community School D,accessibility
SYN-0564,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,6,Parent,English,Renter,Community School C,communication
SYN-0565,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,7,Student,English,Owner,Community School C,classroom_resources
SYN-0566,Will families be included when the new safety procedures are reviewed?,2026-09-12,7,Resident,Spanish,Renter,Community School A,school_safety
SYN-0567,How many additional clinicians will this proposal place in schools?,2026-09-07,8,Resident,English,Renter,Community School D,mental_health
SYN-0568,Long travel times are making after-school participation difficult.,2026-09-12,7,Student,Spanish,Renter,Community School A,transportation
SYN-0569,The online form must work with keyboards and screen readers.,2026-09-02,10,Community organizer,English,Renter,Community School A,accessibility
SYN-0570,"After attending multiple hearings, I am increasingly concerned. Families received the notice too late to prepare meaningful comments.",2026-09-12,10,Parent,English,Owner,Community School D,communication
SYN-0571,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,7,Resident,English,Owner,Community School D,classroom_resources
SYN-0572,Will families be included when the new safety procedures are reviewed?,2026-09-02,7,Parent,Spanish,Renter,Community School C,school_safety
SYN-0573,The district should fund trauma-informed services throughout the year.,2026-09-12,7,Parent,Spanish,Renter,Community School B,mental_health
SYN-0574,"The current bus schedule causes students to arrive late. I live at 674 Public Square Road, Apt 5B.",2026-09-07,7,Resident,English,Owner,Community School D,transportation
SYN-0575,The online form must work with keyboards and screen readers.,2026-09-07,7,Resident,English,Owner,Community School B,accessibility
SYN-0576,Regular multilingual updates would make this process easier to follow.,2026-09-02,6,Parent,English,Renter,Community School B,communication
SYN-0577,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-07,10,Student,English,Renter,Community School B,classroom_resources
SYN-0578,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,6,Parent,English,Renter,Community School A,school_safety
SYN-0579,Students are waiting too long for mental-health support. Contact Taylor Hayes at sample.person579@example.org or 312-555-1579.,2026-09-12,7,Student,English,Renter,Community School A,mental_health
SYN-0580,Will the district publish route performance and missed-pickup data?,2026-09-12,8,Parent,English,Renter,Community School D,transportation
SYN-0581,"Families need interpretation and disability accommodations at every meeting. I live at 681 Public Square Road, Apt 12A.",2026-09-02,10,Parent,English,Other,Community School C,accessibility
SYN-0582,Families received the notice too late to prepare meaningful comments.,2026-09-02,10,Teacher,English,Renter,Community School C,communication
SYN-0583,"After attending multiple hearings, I am increasingly concerned. Please protect funding for teachers, books, and after-school tutoring. Contact Riley Parker at sample.person583@example.org or 312-555-1583.",2026-09-12,10,Resident,English,Owner,Community School A,classroom_resources
SYN-0584,"Will families be included when the new safety procedures are reviewed? I live at 684 Community Avenue, Apt 15B.",2026-09-07,6,Student,Spanish,Renter,Community School B,school_safety
SYN-0585,"After attending multiple hearings, I am increasingly concerned. Students are waiting too long for mental-health support.",2026-09-12,5,Resident,English,Renter,Community School A,mental_health
SYN-0586,Will the district publish route performance and missed-pickup data?,2026-09-07,20,Parent,English,Renter,Community School B,transportation
SYN-0587,Meeting materials should be accessible before the public hearing.,2026-09-02,8,Parent,English,Renter,Community School D,accessibility
SYN-0588,Who is responsible for answering questions submitted at the hearing?,2026-09-07,6,Parent,Mandarin,Renter,Community School C,communication
SYN-0589,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,7,Parent,Spanish,Renter,Community School B,classroom_resources
SYN-0590,"Please explain how the safety budget will be used at each school. I live at 690 Civic Way, Apt 21B.",2026-09-02,7,Parent,English,Renter,Community School C,school_safety
SYN-0591,Every school needs reliable access to social workers and counselors.,2026-09-02,8,Resident,English,Renter,Community School C,mental_health
SYN-0592,"Families need clear transportation updates before routes change. I live at 692 Public Square Road, Apt 23A.",2026-09-02,8,Student,English,Renter,Community School C,transportation
SYN-0593,Families need interpretation and disability accommodations at every meeting.,2026-09-07,10,Resident,English,Renter,Community School D,accessibility
SYN-0594,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,10,Parent,English,Renter,Community School D,communication
SYN-0595,"Class sizes are too large and students need more classroom materials. I live at 695 Public Square Road, Apt 26A.",2026-09-07,7,Student,English,Renter,Community School B,classroom_resources
SYN-0596,Will families be included when the new safety procedures are reviewed?,2026-09-07,10,Teacher,English,Renter,Community School A,school_safety
SYN-0597,The district should fund trauma-informed services throughout the year.,2026-09-02,10,Parent,English,Renter,Community School A,mental_health
SYN-0598,The current bus schedule causes students to arrive late.,2026-09-12,6,Parent,English,Owner,Community School C,transportation
SYN-0599,"After attending multiple hearings, I am increasingly concerned. Families need interpretation and disability accommodations at every meeting.",2026-09-12,8,Parent,English,Renter,Community School B,accessibility
SYN-0600,Regular multilingual updates would make this process easier to follow.,2026-09-07,6,Parent,Polish,Renter,Community School B,communication
SYN-0601,"After attending multiple hearings, I am increasingly concerned. The proposal should add counselors instead of cutting school staff.",2026-09-12,10,Teacher,English,Renter,Community School A,classroom_resources
SYN-0602,Will families be included when the new safety procedures are reviewed?,2026-09-07,8,Resident,English,Renter,Community School C,school_safety
SYN-0603,How many additional clinicians will this proposal place in schools?,2026-09-12,10,Parent,English,Renter,Community School B,mental_health
SYN-0604,"Will the district publish route performance and missed-pickup data? I live at 704 Community Avenue, Apt 5A.",2026-09-12,6,Teacher,English,Renter,Community School A,transportation
SYN-0605,Why was the accessibility plan not included with the proposal?,2026-09-07,7,Parent,English,Renter,Community School C,accessibility
SYN-0606,Families received the notice too late to prepare meaningful comments.,2026-09-07,10,Community organizer,Polish,Renter,Community School C,communication
SYN-0607,"After attending multiple hearings, I am increasingly concerned. Class sizes are too large and students need more classroom materials.",2026-09-12,8,Resident,English,Owner,Community School C,classroom_resources
SYN-0608,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,8,Parent,English,Renter,Community School B,school_safety
SYN-0609,Students are waiting too long for mental-health support. Contact Riley Reed at sample.person609@example.org or 312-555-1609.,2026-09-12,6,Student,English,Owner,Community School C,mental_health
SYN-0610,Will the district publish route performance and missed-pickup data?,2026-09-02,6,Parent,English,Renter,Community School D,transportation
SYN-0611,Meeting materials should be accessible before the public hearing.,2026-09-12,6,Parent,English,Owner,Community School B,accessibility
SYN-0612,"After attending multiple hearings, I am increasingly concerned. Regular multilingual updates would make this process easier to follow.",2026-09-12,5,Resident,English,Renter,Community School B,communication
SYN-0613,"After attending multiple hearings, I am increasingly concerned. The proposal should add counselors instead of cutting school staff.",2026-09-12,7,Parent,English,Renter,Community School B,classroom_resources
SYN-0614,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,8,Teacher,English,Owner,Community School A,school_safety
SYN-0615,The district should fund trauma-informed services throughout the year.,2026-09-12,8,Parent,English,Renter,Community School D,mental_health
SYN-0616,Families need clear transportation updates before routes change.,2026-09-02,6,Resident,English,Renter,Community School D,transportation
SYN-0617,Why was the accessibility plan not included with the proposal? Contact Taylor Quinn at sample.person617@example.org or 312-555-1617.,2026-09-07,10,Parent,Spanish,Renter,Community School C,accessibility
SYN-0618,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,10,Teacher,English,Renter,Community School D,communication
SYN-0619,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-12,8,Parent,English,Renter,Community School B,classroom_resources
SYN-0620,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,20,Parent,Polish,Owner,Community School A,school_safety
SYN-0621,Students are waiting too long for mental-health support.,2026-09-07,6,Student,English,Renter,Community School D,mental_health
SYN-0622,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,8,Teacher,English,Renter,Community School C,transportation
SYN-0623,Why was the accessibility plan not included with the proposal?,2026-09-07,5,Parent,Polish,Owner,Community School A,accessibility
SYN-0624,Regular multilingual updates would make this process easier to follow.,2026-09-12,10,Teacher,English,Renter,Community School D,communication
SYN-0625,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-07,8,Parent,English,Renter,Community School D,classroom_resources
SYN-0626,"After attending multiple hearings, I am increasingly concerned. Will families be included when the new safety procedures are reviewed?",2026-09-12,6,Teacher,English,Renter,Community School B,school_safety
SYN-0627,The district should fund trauma-informed services throughout the year.,2026-09-02,20,Parent,English,Other,Community School B,mental_health
SYN-0628,Will the district publish route performance and missed-pickup data?,2026-09-02,20,Parent,English,Renter,Community School B,transportation
SYN-0629,The online form must work with keyboards and screen readers.,2026-09-07,10,Resident,English,Renter,Community School A,accessibility
SYN-0630,"After attending multiple hearings, I am increasingly concerned. Families received the notice too late to prepare meaningful comments. I live at 730 Public Square Road, Apt 1C.",2026-09-12,8,Parent,English,Renter,Community School A,communication
SYN-0631,"After attending multiple hearings, I am increasingly concerned. The proposal should add counselors instead of cutting school staff.",2026-09-12,8,Parent,Polish,Renter,Community School D,classroom_resources
SYN-0632,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,6,Parent,English,Renter,Community School A,school_safety
SYN-0633,Students are waiting too long for mental-health support.,2026-09-12,10,Parent,English,Owner,Community School A,mental_health
SYN-0634,Will the district publish route performance and missed-pickup data?,2026-09-07,8,Resident,English,Renter,Community School A,transportation
SYN-0635,Families need interpretation and disability accommodations at every meeting.,2026-09-07,6,Parent,English,Renter,Community School D,accessibility
SYN-0636,Regular multilingual updates would make this process easier to follow.,2026-09-07,8,Parent,English,Other,Community School A,communication
SYN-0637,"After attending multiple hearings, I am increasingly concerned. Class sizes are too large and students need more classroom materials. I live at 737 Public Square Road, Apt 8C.",2026-09-12,10,Community organizer,English,Other,Community School C,classroom_resources
SYN-0638,"Students need a safer arrival plan and trained staff at dismissal. I live at 738 Community Avenue, Apt 9A.",2026-09-07,5,Parent,English,Renter,Community School C,school_safety
SYN-0639,The district should fund trauma-informed services throughout the year.,2026-09-07,6,Parent,Spanish,Renter,Community School B,mental_health
SYN-0640,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,7,Resident,English,Owner,Community School D,transportation
SYN-0641,"The online form must work with keyboards and screen readers. I live at 741 Public Square Road, Apt 12A.",2026-09-02,7,Student,English,Renter,Community School D,accessibility
SYN-0642,Who is responsible for answering questions submitted at the hearing?,2026-09-02,5,Resident,Spanish,Renter,Community School A,communication
SYN-0643,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-02,8,Teacher,English,Renter,Community School B,classroom_resources
SYN-0644,Students need a safer arrival plan and trained staff at dismissal.,2026-09-02,6,Resident,English,Owner,Community School B,school_safety
SYN-0645,The district should fund trauma-informed services throughout the year.,2026-09-02,8,Teacher,English,Renter,Community School A,mental_health
SYN-0646,Will the district publish route performance and missed-pickup data? Contact Casey Lane at sample.person646@example.org or 312-555-1646.,2026-09-07,7,Parent,English,Owner,Community School A,transportation
SYN-0647,"After attending multiple hearings, I am increasingly concerned. Meeting materials should be accessible before the public hearing.",2026-09-12,10,Resident,English,Owner,Community School B,accessibility
SYN-0648,Who is responsible for answering questions submitted at the hearing?,2026-09-02,10,Teacher,English,Owner,Community School A,communication
SYN-0649,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,8,Resident,English,Renter,Community School C,classroom_resources
SYN-0650,Please explain how the safety budget will be used at each school.,2026-09-07,8,Parent,English,Owner,Community School D,school_safety
SYN-0651,"Students are waiting too long for mental-health support. I live at 751 Community Avenue, Apt 22A.",2026-09-12,7,Parent,English,Renter,Community School C,mental_health
SYN-0652,"After attending multiple hearings, I am increasingly concerned. Will the district publish route performance and missed-pickup data?",2026-09-12,8,Parent,English,Owner,Community School D,transportation
